"","day.of.year","airport.code","avg.delay","lat","lon","city","state","airport"
"1","001","ABE",9.5,"40.6514","-75.4342","Allentown","Pennsylvania","Lehigh Valley International Airport"
"2","001","ABQ",9,"35.0494","-106.625","Albuquerque","New Mexico","Albuquerque International Airport"
"3","001","ALB",60.3333333333333,"42.7426","-73.809","Latham","New York","Albany International Airport"
"4","001","ATL",32.4090909090909,"33.6558","-84.4333","Atlanta","Georgia","Hartsfield-Jackson Atlanta International Airport"
"5","001","AUS",16,"30.2027","-97.6653","Austin","Texas","Austin-Bergstrom International Airport"
"6","001","BDL",24.2,"41.9271","-72.6816","Windsor Locks","Connecticut","Bradley International Airport"
"7","001","BHM",9,"33.5604","-86.7492","Birmingham","Alabama","Birmingham International Airport"
"8","001","BMI",6,"40.4841","-88.9134","Bloomington","Illinois","Bloomington Normal Airport"
"9","001","BNA",24.375,"36.1342","-86.6682","Nashville","Tennessee","Nashville International Airport"
"10","001","BOS",35.1875,"42.3717","-71.0281","Boston","Massachusetts","Gen E L Logan International Airport"
"11","001","BTV",30.6666666666667,"44.4688","-73.1552","South Burlington","Vermont","Burlington International Airport"
"12","001","BUF",29.75,"42.9309","-78.738","Buffalo","New York","Greater Buffalo International Airport"
"13","001","BWI",22.8,"39.1841","-76.6745","Baltimore","Maryland","Baltimore-Washington International Thurgood Mars"
"14","001","CAE",25,"33.9468","-81.1241","West Columbia","South Carolina","Columbia Metropolitan Airport"
"15","001","CID",33.75,"41.8893","-91.7008","Cedar Rapids","Iowa","Cedar Rapids Municipal Airport"
"16","001","CLE",16.7272727272727,"41.4115","-81.8339","Cleveland","Ohio","Hopkins International Airport"
"17","001","CLT",13.5,"35.2226","-80.946","Charlotte","North Carolina","Douglas International Airport"
"18","001","CMH",24.2,"39.9974","-82.8877","Columbus","Ohio","Port Columbus International Airport"
"19","001","CMI",79.3333333333333,"40.0367","-88.2638","Savoy","Illinois","University of Illinois-Willard Airport"
"20","001","CVG",39.0263157894737,"39.0571","-84.6625","Hebron","Ohio","Greater Cincinnati International Airport"
"21","001","DAL",2,"32.8439","-96.8496","Dallas","Texas","Dallas Love Field Airport"
"22","001","DAY",26.4,"39.8968","-84.2207","Dayton","Ohio","James M Cox Dayton International Airport"
"23","001","DBQ",34,"42.4047","-90.7037","Dubuque","Iowa","Dubuque Regional Airport"
"24","001","DCA",43.3333333333333,"38.849","-77.0438","Arlington","Virginia","Washington National Airport"
"25","001","DEN",21.0909090909091,"39.8396","-104.672","Denver","Colorado","Denver International Airport"
"26","001","DFW",23.4473684210526,"32.9222","-97.0409","Dallas","Texas","Fort Worth International Airport"
"27","001","DSM",30.25,"41.5328","-93.6481","Des Moines","Iowa","Des Moines International Airport"
"28","001","DTW",39,"42.2327","-83.3412","Detroit","Michigan","Detroit Metropolitan Wayne County Airport"
"29","001","EGE",15,"39.6395","-106.912","Gypsum","Colorado","Eagle County Regional Airport"
"30","001","ELP",25,"31.7982","-106.393","El Paso","Texas","El Paso International Airport"
"31","001","EUG",35,"44.1184","-123.213","Eugene","Oregon","Mahlon Sweet Field Airport"
"32","001","EVV",20.75,"38.0464","-87.5308","Evansville","Indiana","Evansville Regional Airport"
"33","001","EWR",25.2,"40.6924","-74.1843","Newark","New Jersey","Newark International Airport"
"34","001","FLL",26.3333333333333,"26.0722","-80.1354","Dania Beach","Florida","Fort Lauderdale Hollywood International Airport"
"35","001","FNT",24.5,"42.9756","-83.7411","Flint","Michigan","Bishop International Airport"
"36","001","FWA",24.3333333333333,"40.9883","-85.1899","Fort Wayne","Indiana","Fort Wayne Municipal Airport-Baer Field"
"37","001","GPT",9,"30.4133","-89.072","Gulfport","Mississippi","Gulfport Biloxi Regional Airport"
"38","001","GRB",26.6666666666667,"44.4923","-88.1274","Green Bay","Wisconsin","Austin Straubel International Airport"
"39","001","GRR",56.2857142857143,"42.8841","-85.5307","Grand Rapids","Michigan","Gerald R. Ford International Airport"
"40","001","GSO",195,"36.1038","-79.9427","Greensboro","North Carolina","Triad International Airport"
"41","001","HDN",19,"40.485","-107.219","Hayden","Colorado","Yampa Valley Airport"
"42","001","HNL",37,"21.3358","-157.919","Honolulu","Hawaii","Honolulu International Airport"
"43","001","HPN",42.75,"41.0693","-73.7042","Purchase","New York","Westchester County Airport"
"44","001","HSV",40,"34.6492","-86.7767","Huntsville","Alabama","Huntsville International Airport"
"45","001","IAD",23,"38.9556","-77.4484","Washington","Virginia","Dulles International Airport"
"46","001","IAH",17.4444444444444,"29.9784","-95.3424","Houston","Texas","George Bush Intercontinental Airport"
"47","001","ICT",30,"37.6531","-97.43","Wichita","Kansas","Wichita Mid-Continent Airport"
"48","001","IND",93.8,"39.7322","-86.2707","Indianapolis","Indiana","Indianapolis International Airport"
"49","001","ISP",33,"40.7891","-73.0984","Ronkonkoma","New York","Long Island Macarthur Airport"
"50","001","JAN",32,"32.3089","-90.0733","Pearl","Mississippi","Jackson International Airport"
"51","001","JAX",53.6666666666667,"30.4914","-81.676","Jacksonville","Florida","Jacksonville International Airport"
"52","001","JFK",35.1176470588235,"40.6437","-73.79","Jamaica","New York","John F Kennedy International Airport"
"53","001","JNU",37,"58.3598","-134.583","Juneau","Alaska","Juneau International Airport"
"54","001","LAS",30.8571428571429,"36.0806","-115.143","Las Vegas","Nevada","Mccarran International Airport"
"55","001","LAX",26.1111111111111,"33.9456","-118.391","Los Angeles","California","Los Angeles International Airport"
"56","001","LEX",56,"38.0384","-84.5989","Lexington","Kentucky","Blue Grass Field"
"57","001","LGA",21.6470588235294,"40.7731","-73.8756","Flushing","New York","LaGuardia Airport"
"58","001","LIT",22.6666666666667,"34.7278","-92.219","Little Rock","Arkansas","Adams Field Airport"
"59","001","MCI",25.625,"39.2992","-94.7171","Kansas City","Missouri","Kansas City International Airport"
"60","001","MCO",15.9285714285714,"28.4418","-81.3115","Orlando","Florida","Orlando International Airport"
"61","001","MDW",69.0869565217391,"41.7875","-87.7416","Chicago","Illinois","Chicago Midway International Airport"
"62","001","MEM",40,"35.047","-89.9823","Memphis","Tennessee","Memphis International Airport"
"63","001","MHT",25,"42.9293","-71.4386","Manchester","New Hampshire","Manchester-Boston Regional Airport"
"64","001","MIA",35.8571428571429,"25.7953","-80.2727","Miami","Florida","Miami International Airport"
"65","001","MKE",14.25,"42.9471","-87.9051","Milwaukee","Wisconsin","General Mitchell International Airport"
"66","001","MLI",49,"41.4539","-90.5058","Coal Valley","Illinois","Quad City Airport"
"67","001","MOD",46,"37.6319","-120.959","Modesto","California","Modesto City County Airport-Harry Sham Field"
"68","001","MQT",21,"46.3501","-87.3871","Marquette","Michigan","Sawyer International Airport"
"69","001","MSN",84,"43.1351","-89.3465","Madison","Wisconsin","Dane County Regional Airport-Truax Field"
"70","001","MSP",12.375,"44.8793","-93.1987","St. Paul","Minnesota","Minneapolis St Paul International Airport"
"71","001","MSY",78,"29.983","-90.2569","Kenner","Louisiana","New Orleans International Airport"
"72","001","OAK",15.5,"37.7158","-122.209","Oakland","California","Oakland International Airport"
"73","001","OKC",28,"35.3981","-97.5974","Oklahoma City","Oklahoma","Will Rogers World Airport"
"74","001","OMA",26.2,"41.3","-95.8998","Omaha","Nebraska","Eppley Airfield"
"75","001","ORD",32.0869565217391,"41.9796","-87.8825","Chicago","Illinois","Chicago O'Hare International Airport"
"76","001","ORF",73,"36.8977","-76.2154","Norfolk","Virginia","Norfolk International Airport"
"77","001","PBI",22.6666666666667,"26.6909","-80.0889","West Palm Beach","Florida","Palm Beach International Airport"
"78","001","PDX",29.25,"45.5867","-122.587","Portland","Oregon","Portland International Airport"
"79","001","PHL",17,"39.8768","-75.2419","Philadelphia","Pennsylvania","Philadelphia International Airport"
"80","001","PHX",33.8571428571429,"33.4376","-112.03","Phoenix","Arizona","Sky Harbor International Airport"
"81","001","PIA",14,"40.6663","-89.6909","Peoria","Illinois","Greater Peoria Regional Airport"
"82","001","PIT",23.75,"40.4914","-80.2328","Coraopolis","Pennsylvania","Pittsburgh International Airport"
"83","001","PNS",66,"30.4761","-87.1941","Pensacola","Florida","Pensacola Regional Airport"
"84","001","PSP",58,"33.8227","-116.509","Palm Springs","California","Palm Springs International Airport"
"85","001","PVD",24,"41.723","-71.4399","Warwick","Rhode Island","Theodore Francis Green State Airport"
"86","001","PWM",40,"43.6475","-70.3103","Portland","Maine","Jetport International Airport"
"87","001","RDU",21.5714285714286,"35.8729","-78.7923","Raleigh/Durham","North Carolina","Durham International Airport"
"88","001","RIC",13,"37.5108","-77.3332","Richmond","Virginia","Richmond International Airport"
"89","001","RNO",7.5,"39.5064","-119.776","Reno","Nevada","Reno-Tahoe International Airport"
"90","001","ROC",18,"43.1309","-77.6697","Rochester","New York","Greater Rochester International Airport"
"91","001","RST",22.3333333333333,"43.9101","-92.4884","Rochester","Minnesota","Rochester International Airport"
"92","001","RSW",27.2,"26.5228","-81.7531","Fort Myers","Florida","Southwest Florida International Airport"
"93","001","SAN",41,"32.7299","-117.195","San Diego","California","San Diego International Airport"
"94","001","SAT",24.75,"29.5252","-98.4729","San Antonio","Texas","San Antonio International Airport"
"95","001","SAV",148,"32.1338","-81.2133","Savannah","Georgia","Savannah International Airport"
"96","001","SDF",39.1666666666667,"38.1865","-85.7462","Louisville","Kentucky","Louisville International Airport"
"97","001","SEA",30.8571428571429,"47.4405","-122.296","Seattle","Washington","Tacoma International Airport"
"98","001","SFO",26.2,"37.6148","-122.392","San Francisco","California","San Francisco International Airport"
"99","001","SGF",34.75,"37.243","-93.3817","Springfield","Missouri","Springfield Regional Airport"
"100","001","SJC",47.6666666666667,"37.3679","-121.926","San Jose","California","Norman Y Mineta San Jose International Airport"
"101","001","SJU",22.5,"18.4367","-66.0095","Carolina","Puerto Rico","Luis Munoz Marin Airport"
"102","001","SLC",32.4,"40.7862","-111.982","Salt Lake City","Utah","Salt Lake City International Airport"
"103","001","SMF",29.5,"38.683","-121.591","Sacramento","California","Sacramento International Airport"
"104","001","SNA",29.5,"33.6813","-117.859","Santa Ana","California","John Wayne Airport"
"105","001","STL",20.1428571428571,"38.7414","-90.3647","St. Louis","Missouri","Lambert St Louis International Airport"
"106","001","SYR",10.5,"43.1141","-76.1121","Syracuse","New York","Hancock International Airport"
"107","001","TOL",21,"41.5923","-83.8072","Swanton","Ohio","Toledo Express Airport"
"108","001","TPA",32.6,"27.9744","-82.5356","Tampa","Florida","Tampa International Airport"
"109","001","TUL",11,"36.1877","-95.8892","Tulsa","Oklahoma","Tulsa International Airport"
"110","001","TUS",18,"32.1204","-110.936","Tucson","Arizona","Tucson International Airport"
"111","001","TYS",9,"35.8064","-83.9889","Knoxville","Tennessee","Mcghee Tyson Airport"
"112","001","VPS",111,"30.496","-86.55","Eglin Village","Florida","Eglin Air Force Base"
"113","001","XNA",31,"36.2756","-94.2955","Bentonville","Arkansas","Northwest Arkansas Regional Airport"
"114","002","ABE",14,"40.6514","-75.4342","Allentown","Pennsylvania","Lehigh Valley International Airport"
"115","002","ABQ",9,"35.0494","-106.625","Albuquerque","New Mexico","Albuquerque International Airport"
"116","002","ALB",103,"42.7426","-73.809","Latham","New York","Albany International Airport"
"117","002","ANC",12,"61.1767","-149.961","Anchorage","Alaska","Anchorage International Airport"
"118","002","ATL",37.7222222222222,"33.6558","-84.4333","Atlanta","Georgia","Hartsfield-Jackson Atlanta International Airport"
"119","002","AUS",48.3333333333333,"30.2027","-97.6653","Austin","Texas","Austin-Bergstrom International Airport"
"120","002","AVL",2,"35.4349","-82.5373","Fletcher","North Carolina","Asheville Regional Airport"
"121","002","AVP",19,"41.3354","-75.7294","Pittston","Pennsylvania","Wilkes Barre Scranton International Airport"
"122","002","BDL",25,"41.9271","-72.6816","Windsor Locks","Connecticut","Bradley International Airport"
"123","002","BGR",43,"44.8086","-68.8167","Bangor","Maine","Bangor International Airport"
"124","002","BHM",29.5,"33.5604","-86.7492","Birmingham","Alabama","Birmingham International Airport"
"125","002","BMI",16,"40.4841","-88.9134","Bloomington","Illinois","Bloomington Normal Airport"
"126","002","BNA",23.5714285714286,"36.1342","-86.6682","Nashville","Tennessee","Nashville International Airport"
"127","002","BOS",45.75,"42.3717","-71.0281","Boston","Massachusetts","Gen E L Logan International Airport"
"128","002","BQN",33,"18.496","-67.1357","Aguadilla","Puerto Rico","Rafael Hernandez Airport"
"129","002","BTR",42,"30.533","-91.1567","Baton Rouge","Louisiana","Baton Rouge Metropolitan Airport"
"130","002","BUF",4,"42.9309","-78.738","Buffalo","New York","Greater Buffalo International Airport"
"131","002","BWI",21.3333333333333,"39.1841","-76.6745","Baltimore","Maryland","Baltimore-Washington International Thurgood Mars"
"132","002","CAE",18,"33.9468","-81.1241","West Columbia","South Carolina","Columbia Metropolitan Airport"
"133","002","CHS",41.3333333333333,"32.8838","-80.0356","North Charleston","South Carolina","Charleston International Airport"
"134","002","CLE",13,"41.4115","-81.8339","Cleveland","Ohio","Hopkins International Airport"
"135","002","CLT",9,"35.2226","-80.946","Charlotte","North Carolina","Douglas International Airport"
"136","002","CMH",29.6666666666667,"39.9974","-82.8877","Columbus","Ohio","Port Columbus International Airport"
"137","002","CMI",7.5,"40.0367","-88.2638","Savoy","Illinois","University of Illinois-Willard Airport"
"138","002","CVG",46.5869565217391,"39.0571","-84.6625","Hebron","Ohio","Greater Cincinnati International Airport"
"139","002","DAY",14,"39.8968","-84.2207","Dayton","Ohio","James M Cox Dayton International Airport"
"140","002","DCA",44.6,"38.849","-77.0438","Arlington","Virginia","Washington National Airport"
"141","002","DEN",38,"39.8396","-104.672","Denver","Colorado","Denver International Airport"
"142","002","DFW",16.6315789473684,"32.9222","-97.0409","Dallas","Texas","Fort Worth International Airport"
"143","002","DSM",25.5,"41.5328","-93.6481","Des Moines","Iowa","Des Moines International Airport"
"144","002","DTW",16.8571428571429,"42.2327","-83.3412","Detroit","Michigan","Detroit Metropolitan Wayne County Airport"
"145","002","ELP",24,"31.7982","-106.393","El Paso","Texas","El Paso International Airport"
"146","002","EWR",20,"40.6924","-74.1843","Newark","New Jersey","Newark International Airport"
"147","002","FAR",85,"46.9195","-96.8243","Fargo","North Dakota","Hector International Airport"
"148","002","FLL",23.6666666666667,"26.0722","-80.1354","Dania Beach","Florida","Fort Lauderdale Hollywood International Airport"
"149","002","FSD",75,"43.5813","-96.7317","Sioux Falls","South Dakota","Sioux Falls Regional Airport"
"150","002","FWA",20,"40.9883","-85.1899","Fort Wayne","Indiana","Fort Wayne Municipal Airport-Baer Field"
"151","002","GEG",31,"47.625","-117.538","Spokane","Washington","Spokane International Airport"
"152","002","GPT",38,"30.4133","-89.072","Gulfport","Mississippi","Gulfport Biloxi Regional Airport"
"153","002","GRR",27.2,"42.8841","-85.5307","Grand Rapids","Michigan","Gerald R. Ford International Airport"
"154","002","GSO",64,"36.1038","-79.9427","Greensboro","North Carolina","Triad International Airport"
"155","002","GSP",11.5,"34.8907","-82.2167","Greer","South Carolina","Greenville Spartanburg International Airport"
"156","002","HPN",17,"41.0693","-73.7042","Purchase","New York","Westchester County Airport"
"157","002","HSV",38,"34.6492","-86.7767","Huntsville","Alabama","Huntsville International Airport"
"158","002","IAD",14.5,"38.9556","-77.4484","Washington","Virginia","Dulles International Airport"
"159","002","IAH",14.1666666666667,"29.9784","-95.3424","Houston","Texas","George Bush Intercontinental Airport"
"160","002","ILM",44,"34.2668","-77.912","Wilmington","North Carolina","Wilmington International Airport"
"161","002","IND",30.5,"39.7322","-86.2707","Indianapolis","Indiana","Indianapolis International Airport"
"162","002","JAX",20,"30.4914","-81.676","Jacksonville","Florida","Jacksonville International Airport"
"163","002","JFK",61.5882352941176,"40.6437","-73.79","Jamaica","New York","John F Kennedy International Airport"
"164","002","LAS",28.5,"36.0806","-115.143","Las Vegas","Nevada","Mccarran International Airport"
"165","002","LAX",33.5,"33.9456","-118.391","Los Angeles","California","Los Angeles International Airport"
"166","002","LEX",36,"38.0384","-84.5989","Lexington","Kentucky","Blue Grass Field"
"167","002","LGA",28.3333333333333,"40.7731","-73.8756","Flushing","New York","LaGuardia Airport"
"168","002","LIT",15,"34.7278","-92.219","Little Rock","Arkansas","Adams Field Airport"
"169","002","LSE",14,"43.8751","-91.2638","La Crosse","Wisconsin","La Crosse Municipal Airport"
"170","002","MBS",25,"43.5311","-84.0933","Freeland","Michigan","MBS International Airport"
"171","002","MCI",26.2857142857143,"39.2992","-94.7171","Kansas City","Missouri","Kansas City International Airport"
"172","002","MCO",8.2,"28.4418","-81.3115","Orlando","Florida","Orlando International Airport"
"173","002","MDT",18,"40.1962","-76.7564","Middletown","Pennsylvania","Harrisburg International Airport"
"174","002","MDW",38.8333333333333,"41.7875","-87.7416","Chicago","Illinois","Chicago Midway International Airport"
"175","002","MEM",41.5,"35.047","-89.9823","Memphis","Tennessee","Memphis International Airport"
"176","002","MHT",13,"42.9293","-71.4386","Manchester","New Hampshire","Manchester-Boston Regional Airport"
"177","002","MIA",26,"25.7953","-80.2727","Miami","Florida","Miami International Airport"
"178","002","MKE",58.6666666666667,"42.9471","-87.9051","Milwaukee","Wisconsin","General Mitchell International Airport"
"179","002","MLB",30,"28.0957","-80.6282","Melbourne","Florida","Melbourne International Airport"
"180","002","MSN",6.5,"43.1351","-89.3465","Madison","Wisconsin","Dane County Regional Airport-Truax Field"
"181","002","MSP",30.7142857142857,"44.8793","-93.1987","St. Paul","Minnesota","Minneapolis St Paul International Airport"
"182","002","MSY",12.5,"29.983","-90.2569","Kenner","Louisiana","New Orleans International Airport"
"183","002","OKC",22,"35.3981","-97.5974","Oklahoma City","Oklahoma","Will Rogers World Airport"
"184","002","OMA",16.75,"41.3","-95.8998","Omaha","Nebraska","Eppley Airfield"
"185","002","ORD",15.45,"41.9796","-87.8825","Chicago","Illinois","Chicago O'Hare International Airport"
"186","002","ORF",21.5,"36.8977","-76.2154","Norfolk","Virginia","Norfolk International Airport"
"187","002","PBI",21,"26.6909","-80.0889","West Palm Beach","Florida","Palm Beach International Airport"
"188","002","PHL",35.5,"39.8768","-75.2419","Philadelphia","Pennsylvania","Philadelphia International Airport"
"189","002","PHX",39.3333333333333,"33.4376","-112.03","Phoenix","Arizona","Sky Harbor International Airport"
"190","002","PIT",24.6666666666667,"40.4914","-80.2328","Coraopolis","Pennsylvania","Pittsburgh International Airport"
"191","002","PVD",25.25,"41.723","-71.4399","Warwick","Rhode Island","Theodore Francis Green State Airport"
"192","002","PWM",146.5,"43.6475","-70.3103","Portland","Maine","Jetport International Airport"
"193","002","RDU",20.8333333333333,"35.8729","-78.7923","Raleigh/Durham","North Carolina","Durham International Airport"
"194","002","RIC",32,"37.5108","-77.3332","Richmond","Virginia","Richmond International Airport"
"195","002","ROC",25,"43.1309","-77.6697","Rochester","New York","Greater Rochester International Airport"
"196","002","RSW",7,"26.5228","-81.7531","Fort Myers","Florida","Southwest Florida International Airport"
"197","002","SAN",16,"32.7299","-117.195","San Diego","California","San Diego International Airport"
"198","002","SAT",44,"29.5252","-98.4729","San Antonio","Texas","San Antonio International Airport"
"199","002","SAV",36.5,"32.1338","-81.2133","Savannah","Georgia","Savannah International Airport"
"200","002","SBN",113,"41.7006","-86.311","South Bend","Indiana","South Bend Regional Airport"
"201","002","SDF",18,"38.1865","-85.7462","Louisville","Kentucky","Louisville International Airport"
"202","002","SEA",19.5,"47.4405","-122.296","Seattle","Washington","Tacoma International Airport"
"203","002","SFO",17.5,"37.6148","-122.392","San Francisco","California","San Francisco International Airport"
"204","002","SJC",19,"37.3679","-121.926","San Jose","California","Norman Y Mineta San Jose International Airport"
"205","002","SJU",12.5,"18.4367","-66.0095","Carolina","Puerto Rico","Luis Munoz Marin Airport"
"206","002","SLC",36.6666666666667,"40.7862","-111.982","Salt Lake City","Utah","Salt Lake City International Airport"
"207","002","SNA",20.5,"33.6813","-117.859","Santa Ana","California","John Wayne Airport"
"208","002","STL",21.75,"38.7414","-90.3647","St. Louis","Missouri","Lambert St Louis International Airport"
"209","002","SYR",23.5,"43.1141","-76.1121","Syracuse","New York","Hancock International Airport"
"210","002","TOL",29,"41.5923","-83.8072","Swanton","Ohio","Toledo Express Airport"
"211","002","TPA",25,"27.9744","-82.5356","Tampa","Florida","Tampa International Airport"
"212","002","TUL",11,"36.1877","-95.8892","Tulsa","Oklahoma","Tulsa International Airport"
"213","002","TUS",5,"32.1204","-110.936","Tucson","Arizona","Tucson International Airport"
"214","002","TVC",30,"44.7365","-85.5796","Traverse City","Michigan","Cherry Capital Airport"
"215","002","TYS",15.5,"35.8064","-83.9889","Knoxville","Tennessee","Mcghee Tyson Airport"
"216","002","VPS",15,"30.496","-86.55","Eglin Village","Florida","Eglin Air Force Base"
"217","002","XNA",17,"36.2756","-94.2955","Bentonville","Arkansas","Northwest Arkansas Regional Airport"
"218","003","ATL",40.5,"33.6558","-84.4333","Atlanta","Georgia","Hartsfield-Jackson Atlanta International Airport"
"219","003","AUS",11.5,"30.2027","-97.6653","Austin","Texas","Austin-Bergstrom International Airport"
"220","003","BNA",17.6666666666667,"36.1342","-86.6682","Nashville","Tennessee","Nashville International Airport"
"221","003","BOS",41.2,"42.3717","-71.0281","Boston","Massachusetts","Gen E L Logan International Airport"
"222","003","BTV",11,"44.4688","-73.1552","South Burlington","Vermont","Burlington International Airport"
"223","003","BUF",19,"42.9309","-78.738","Buffalo","New York","Greater Buffalo International Airport"
"224","003","BWI",143,"39.1841","-76.6745","Baltimore","Maryland","Baltimore-Washington International Thurgood Mars"
"225","003","CHS",5,"32.8838","-80.0356","North Charleston","South Carolina","Charleston International Airport"
"226","003","CLE",35.75,"41.4115","-81.8339","Cleveland","Ohio","Hopkins International Airport"
"227","003","CLT",12,"35.2226","-80.946","Charlotte","North Carolina","Douglas International Airport"
"228","003","CMH",22,"39.9974","-82.8877","Columbus","Ohio","Port Columbus International Airport"
"229","003","CRW",23,"38.3697","-81.5951","Charleston","West Virginia","Yeager Airport"
"230","003","CVG",42.1785714285714,"39.0571","-84.6625","Hebron","Ohio","Greater Cincinnati International Airport"
"231","003","DCA",46,"38.849","-77.0438","Arlington","Virginia","Washington National Airport"
"232","003","DEN",22.5,"39.8396","-104.672","Denver","Colorado","Denver International Airport"
"233","003","DFW",24.8333333333333,"32.9222","-97.0409","Dallas","Texas","Fort Worth International Airport"
"234","003","DSM",30,"41.5328","-93.6481","Des Moines","Iowa","Des Moines International Airport"
"235","003","DTW",8,"42.2327","-83.3412","Detroit","Michigan","Detroit Metropolitan Wayne County Airport"
"236","003","EWR",47,"40.6924","-74.1843","Newark","New Jersey","Newark International Airport"
"237","003","FAR",28,"46.9195","-96.8243","Fargo","North Dakota","Hector International Airport"
"238","003","FLL",11.5,"26.0722","-80.1354","Dania Beach","Florida","Fort Lauderdale Hollywood International Airport"
"239","003","FLO",32,"34.1936","-79.7289","Florence","South Carolina","Florence Regional Airport"
"240","003","GSO",26.3333333333333,"36.1038","-79.9427","Greensboro","North Carolina","Triad International Airport"
"241","003","HPN",9,"41.0693","-73.7042","Purchase","New York","Westchester County Airport"
"242","003","HSV",19,"34.6492","-86.7767","Huntsville","Alabama","Huntsville International Airport"
"243","003","IAD",7,"38.9556","-77.4484","Washington","Virginia","Dulles International Airport"
"244","003","IAH",7,"29.9784","-95.3424","Houston","Texas","George Bush Intercontinental Airport"
"245","003","IND",6,"39.7322","-86.2707","Indianapolis","Indiana","Indianapolis International Airport"
"246","003","JFK",47.8,"40.6437","-73.79","Jamaica","New York","John F Kennedy International Airport"
"247","003","LAS",12.5,"36.0806","-115.143","Las Vegas","Nevada","Mccarran International Airport"
"248","003","LAX",23.4,"33.9456","-118.391","Los Angeles","California","Los Angeles International Airport"
"249","003","LEX",45,"38.0384","-84.5989","Lexington","Kentucky","Blue Grass Field"
"250","003","LFT",29,"30.2084","-91.9935","Lafayette","Louisiana","Lafayette Regional Airport"
"251","003","LGA",24,"40.7731","-73.8756","Flushing","New York","LaGuardia Airport"
"252","003","MCI",66,"39.2992","-94.7171","Kansas City","Missouri","Kansas City International Airport"
"253","003","MCO",14.3333333333333,"28.4418","-81.3115","Orlando","Florida","Orlando International Airport"
"254","003","MDW",10.5,"41.7875","-87.7416","Chicago","Illinois","Chicago Midway International Airport"
"255","003","MIA",31,"25.7953","-80.2727","Miami","Florida","Miami International Airport"
"256","003","MKE",7,"42.9471","-87.9051","Milwaukee","Wisconsin","General Mitchell International Airport"
"257","003","MSN",32,"43.1351","-89.3465","Madison","Wisconsin","Dane County Regional Airport-Truax Field"
"258","003","MSP",161,"44.8793","-93.1987","St. Paul","Minnesota","Minneapolis St Paul International Airport"
"259","003","OMA",9,"41.3","-95.8998","Omaha","Nebraska","Eppley Airfield"
"260","003","ORD",23.6363636363636,"41.9796","-87.8825","Chicago","Illinois","Chicago O'Hare International Airport"
"261","003","PHX",14.3333333333333,"33.4376","-112.03","Phoenix","Arizona","Sky Harbor International Airport"
"262","003","PVD",90,"41.723","-71.4399","Warwick","Rhode Island","Theodore Francis Green State Airport"
"263","003","RDU",29.5,"35.8729","-78.7923","Raleigh/Durham","North Carolina","Durham International Airport"
"264","003","RIC",21.2,"37.5108","-77.3332","Richmond","Virginia","Richmond International Airport"
"265","003","ROC",12.5,"43.1309","-77.6697","Rochester","New York","Greater Rochester International Airport"
"266","003","RST",19,"43.9101","-92.4884","Rochester","Minnesota","Rochester International Airport"
"267","003","SAN",2.5,"32.7299","-117.195","San Diego","California","San Diego International Airport"
"268","003","SAT",26,"29.5252","-98.4729","San Antonio","Texas","San Antonio International Airport"
"269","003","SAV",1,"32.1338","-81.2133","Savannah","Georgia","Savannah International Airport"
"270","003","SCE",23,"40.8515","-77.851","State College","Pennsylvania","University Park Airport"
"271","003","SEA",10,"47.4405","-122.296","Seattle","Washington","Tacoma International Airport"
"272","003","SFO",77.375,"37.6148","-122.392","San Francisco","California","San Francisco International Airport"
"273","003","SJC",48.5,"37.3679","-121.926","San Jose","California","Norman Y Mineta San Jose International Airport"
"274","003","SJU",22,"18.4367","-66.0095","Carolina","Puerto Rico","Luis Munoz Marin Airport"
"275","003","STL",9,"38.7414","-90.3647","St. Louis","Missouri","Lambert St Louis International Airport"
"276","003","STT",15,"18.3333","-64.9667","Charlotte Amalie","US Virgin Islands","Cyril E King International Airport"
"277","003","SYR",44.25,"43.1141","-76.1121","Syracuse","New York","Hancock International Airport"
"278","003","TVC",20,"44.7365","-85.5796","Traverse City","Michigan","Cherry Capital Airport"
"279","003","VPS",28,"30.496","-86.55","Eglin Village","Florida","Eglin Air Force Base"
"280","003","XNA",4,"36.2756","-94.2955","Bentonville","Arkansas","Northwest Arkansas Regional Airport"
"281","004","ATL",109.7,"33.6558","-84.4333","Atlanta","Georgia","Hartsfield-Jackson Atlanta International Airport"
"282","004","AUS",95,"30.2027","-97.6653","Austin","Texas","Austin-Bergstrom International Airport"
"283","004","BFL",215,"35.4288","-119.044","Bakersfield","California","Kern County-Meadows Field Airport"
"284","004","BNA",13,"36.1342","-86.6682","Nashville","Tennessee","Nashville International Airport"
"285","004","BOS",30,"42.3717","-71.0281","Boston","Massachusetts","Gen E L Logan International Airport"
"286","004","BUR",128.5,"34.1963","-118.352","Burbank","California","Burbank Glendale Pasadena Airport"
"287","004","CHO",6,"38.14","-78.4487","Earlysville","Virginia","Charlottesville Albemarle Airport"
"288","004","CIC",116,"39.7987","-121.854","Chico","California","Chico Municipal Airport"
"289","004","CLD",65,"33.1255","-117.275","Carlsbad","California","Mcclellan Palomar Airport"
"290","004","CLE",185,"41.4115","-81.8339","Cleveland","Ohio","Hopkins International Airport"
"291","004","CLT",369.5,"35.2226","-80.946","Charlotte","North Carolina","Douglas International Airport"
"292","004","CVG",29,"39.0571","-84.6625","Hebron","Ohio","Greater Cincinnati International Airport"
"293","004","DAY",5,"39.8968","-84.2207","Dayton","Ohio","James M Cox Dayton International Airport"
